County,Flow MGD
Atlantic,28.6747
Bergen,91.07899999999998
Burlington,38.341200000000015
Camden,54.125
Cape May,18.4509
Cumberland,12.174900000000001
Essex,250.4139
Gloucester,18.120599999999996
Hudson,29.1266
Hunterdon,6.827300000000001
Mercer,43.6912
Middlesex,124.15129999999999
Monmouth,49.95679999999999
Morris,50.85379999999999
Ocean,50.491800000000005
Passaic,10.2265
Salem,3.6642999999999994
Somerset,25.480000000000008
Sussex,3.1844999999999994
Union,104.56629999999998
Warren,3.9431
